content,score,at,clean_no_stem,clean_stem,skor_base,label_base,skor_domain,label_domain,label,split
tim nya jelas dikit lah moonton,5,2026-07-26 05:13:21,tim nya jelas dikit lah moonton,tim nya jelas dikit lah moonton,-10.0,Negatif,-10.0,Negatif,Negatif,train
game ini sangat ramah lingkungan dan bagi orang yang mudah emosi pasti dia bahagia,5,2026-07-26 05:10:56,game sangat ramah lingkungan orang mudah emosi bahagia,game sangat ramah lingkung orang mudah emosi bahagia,10.0,Positif,10.0,Positif,Positif,train
"gk ush main ni game guys, kalau bisa kita sma sama hpus ni game biar delvpnya bangkrut, matchingnya sangat buruk, kalau pengalaman saya bgitu ya, saya sudah tamat (IMO), dan game ini banyak player curang seperti joki dll, dan bugnya banyak, walau kalian main ditier tinggi pun bakal tetep aja ada player yg gabisa main alias dongo, sekian ulasan dri saya",1,2026-07-26 05:10:33,tidak ush main ni game guys kalau sma sama hpus ni game delvpnya bangkrut matchingnya sangat buruk kalau pengalaman bgitu tamat imo game banyak player curang joki bugnya banyak kalian main ditier tinggi bakal tetep aja player gabisa main alias dongo sekian ulasan dri,tidak ush main ni game guys kalau sma sama hpus ni game delvpnya bangkrut matchingnya sangat buruk kalau alam bgitu tamat imo game banyak player curang joki bugnya banyak kalian main ditier tinggi bakal tetep aja player gabisa main alias dongo sekian ulas dri,-8.0,Negatif,-8.0,Negatif,Negatif,train
jangan download game dengan sistem palyer solo yg rusak jika kamu ingin bermain sendiri tidak di sarankan soalnya sistem nya rusak dan sudah 41 season tidak pernah di perbaiki,1,2026-07-26 05:10:01,jangan download game sistem palyer solo rusak kamu bermain sendiri tidak sarankan soalnya sistem nya rusak season tidak pernah perbaiki,jangan download game sistem palyer solo rusak kamu main sendiri tidak saran soal sistem nya rusak season tidak pernah baik,-23.0,Negatif,-23.0,Negatif,Negatif,train
"akun saya di retas dan di ban sama montoon, setelah ajukan banding tidak ada tindak lanjut. kecewa karena bukan kesalahan saya. padahal games ini favorite saya",2,2026-07-26 05:09:41,akun retas ban sama moonton ajukan banding tidak tindak lanjut kecewa bukan kesalahan padahal games favorite,akun retas ban sama moonton aju banding tidak tindak lanjut kecewa bukan salah padahal games favorite,-2.0,Negatif,-2.0,Negatif,Negatif,train
suka,5,2026-07-26 05:09:40,suka,suka,2.0,Positif,2.0,Positif,Positif,train
"Game nya bagus tapi, player nya Tolong di hapus",3,2026-07-26 05:09:31,game nya bagus player nya hapus,game nya bagus player nya hapus,-3.0,Negatif,2.0,Positif,Positif,train
bagus cocok dicoba,5,2026-07-26 05:08:25,bagus cocok dicoba,bagus cocok coba,1.0,Positif,6.0,Positif,Positif,train
"BENCI BGT, TIAP KALI MAIN STUCK DI LOADING SCREEN 0% SEMUA, TRS KADANG AKU SENDIRI 0% KADANG STUCK 27% DOANG, TRUS GA MULAI² JDINYA HISTORI KU AFK, PAS RELOG BILANGNYA ""Menghubungkan ke pertandingan"" UDAH DITUNGGU 5 MENIT GA MULAI², UDH TEKAN MAIN² TERTULIS ""berada di lobby"" MUAK BGT, PAS MAIN GAME LAIN, APK LAIN, LANCAR, SINYAL LANCAR, WIFI LANCAR, KUOTA LANCAR, HP LANCAR, DI ML MALAH LAG BGT YAALLAHH HUAAA....",1,2026-07-26 05:08:12,benci banget tiap kali main stuck loading screen semua terus kadang aku sendiri kadang stuck doang trus tidak mulai jdinya histori ku afk pas relog bilangnya menghubungkan pertandingan udah ditunggu menit tidak mulai tekan main tertulis berada lobby muak banget pas main game apk lancar sinyal lancar wifi lancar kuota lancar handphone lancar ml malah lag banget yaallahh huaa,benci banget tiap kali main stuck loading screen semua terus kadang aku sendiri kadang stuck doang trus tidak mulai jdinya histori ku afk pas relog bilang hubung tanding udah tunggu menit tidak mulai tekan main tulis ada lobby muak banget pas main game apk lancar sinyal lancar wifi lancar kuota lancar handphone lancar ml malah lag banget yaallahh huaa,6.0,Positif,1.0,Positif,Positif,test
Beri rasa respect ke user exp lane,1,2026-07-26 05:08:05,beri rasa respect user exp lane,beri rasa respect user exp lane,-2.0,Negatif,-2.0,Negatif,Negatif,train
Game gak jelas jaringan gua ngestuck dari awal pertandingan sampai end game padahal tim sama musuh biasa² aja,1,2026-07-26 05:08:02,game tidak jelas jaringan ngestuck awal pertandingan end game padahal tim sama musuh biasa aja,game tidak jelas jaring ngestuck awal tanding end game padahal tim sama musuh biasa aja,-6.0,Negatif,-6.0,Negatif,Negatif,train
ya2 udh bgs gameny,5,2026-07-26 05:07:28,bgs gameny,bgs gameny,0.0,Positif,0.0,Positif,Positif,train
"game nya GK jelek banyak dark sistem, di instal lama, banyak bullying, dan masih banyak lagi",1,2026-07-26 05:05:56,game nya tidak jelek banyak dark sistem instal lama banyak bullying banyak,game nya tidak jelek banyak dark sistem instal lama banyak bullying banyak,-6.0,Negatif,-6.0,Negatif,Negatif,train
"saran aja, benerin dulu matchmaking dan ban para citer, jangan terlalu fokus sama skin dan event.",1,2026-07-26 05:05:39,saran aja benerin dulu matchmaking ban cheater jangan terlalu fokus sama skin event,saran aja benerin dulu matchmaking ban cheater jangan terlalu fokus sama skin event,4.0,Positif,0.0,Negatif,Negatif,train
"akun besar ketemu akun kecil ,,tolong diperbaiki",2,2026-07-26 05:05:36,akun besar ketemu akun kecil diperbaiki,akun besar ketemu akun kecil baik,0.0,Negatif,0.0,Negatif,Negatif,train
gamenya sangat seru dan anti bosen dan kedepannya updatenya harus lebih bagus yah!!🔥🔥,5,2026-07-26 05:05:28,gamenya sangat seru anti bosen kedepannya updatenya lebih bagus yah emoji_lain emoji_lain,gamenya sangat seru anti bosen depan updatenya lebih bagus yah emoji_lain emoji_lain,-9.0,Negatif,-1.0,Negatif,Negatif,test
"gamenya tolong di perbaiki udah 2 hari setiap main merah Mulu padahal sinyal bagus tapi pas main merah gak ada sinyal hijau atau kuning gak ada,baru mulai gamenya langsung merah ms sinyalnya nyetak di 234 Mulu bete gw",2,2026-07-26 05:04:10,gamenya perbaiki udah hari main merah mulu padahal sinyal bagus pas main merah tidak sinyal hijau kuning tidak baru mulai gamenya langsung merah ms sinyalnya nyetak mulu bete,gamenya baik udah hari main merah mulu padahal sinyal bagus pas main merah tidak sinyal hijau kuning tidak baru mulai gamenya langsung merah ms sinyal nyetak mulu bete,-6.0,Negatif,-1.0,Negatif,Negatif,train
mohon maaf saya uninstall apk nya karena pertandingan yang sangat tidak sebanding dengan tim lawan yang tim saya aneh tim lawan keras keras itu membuat saya emosi kalok ke depannya makin bagus saya bakal main lagi🙏🙏🙏,5,2026-07-26 05:03:07,mohon maaf uninstall apk nya pertandingan sangat tidak sebanding tim lawan tim aneh tim lawan keras keras membuat emosi kalok depannya makin bagus bakal main emoji_netral emoji_netral emoji_netral,mohon maaf uninstall apk nya tanding sangat tidak banding tim lawan tim aneh tim lawan keras keras buat emosi kalok depan makin bagus bakal main emoji_netral emoji_netral emoji_netral,-26.0,Negatif,-21.0,Negatif,Negatif,train
aku suka aja sih jadi gitu lah lima bintang selamat mlbb,5,2026-07-26 05:02:30,aku suka aja sih jadi gitu lah lima bintang selamat mlbb,aku suka aja sih jadi gitu lah lima bintang selamat mlbb,8.0,Positif,8.0,Positif,Positif,train
p min ini adalah seson terakhir ku min thanks ya min udh menghibur ku aku pensi karena ls min 😁😁😁,5,2026-07-26 05:02:00,p min seson terakhir ku min thanks min menghibur ku aku pensi losestreak min emoji_positif emoji_positif emoji_positif,p min seson akhir ku min thanks min hibur ku aku pensi losestreak min emoji_positif emoji_positif emoji_positif,4.0,Positif,4.0,Positif,Positif,train
matchmaking ampas.,3,2026-07-26 05:01:58,matchmaking ampas,matchmaking ampas,-3.0,Negatif,-3.0,Negatif,Negatif,train
game bikin stress,1,2026-07-26 05:01:38,game bikin stress,game bikin stress,-3.0,Negatif,-3.0,Negatif,Negatif,train
geme nya bagus aku udh main dari lama juga tapi tolong banget buat moonton musuh nya jagang yang susah yang seimbang aja aku dapet musuh jago jago bngt jadinya kalah terus,2,2026-07-26 05:01:33,geme nya bagus aku main lama banget buat moonton musuh nya jagang susah seimbang aja aku dapet musuh jago jago banget jadinya kalah terus,geme nya bagus aku main lama banget buat moonton musuh nya jagang susah imbang aja aku dapet musuh jago jago banget jadi kalah terus,-7.0,Negatif,-2.0,Negatif,Negatif,test
mulai gak bisa login kok gak bisa login game apaan gak bisa login,1,2026-07-26 05:00:56,mulai tidak login kok tidak login game apaan tidak login,mulai tidak login kok tidak login game apa tidak login,-16.0,Negatif,-16.0,Negatif,Negatif,test
"sistem matching ga adil dan sangat payah sekali, puluhan kali dikasih kalah dan dikasih tim bot /AI, begini kah kualitas game yang ramai di indo? 😂👎",5,2026-07-26 05:00:20,sistem matching tidak adil sangat payah sekali puluhan kali dikasih kalah dikasih tim bot ai begini kualitas game ramai indo emoji_negatif emoji_netral,sistem matching tidak adil sangat payah sekali puluh kali kasih kalah kasih tim bot ai begini kualitas game ramai indo emoji_negatif emoji_netral,-19.0,Negatif,-19.0,Negatif,Negatif,test
gamee yg tidak seimbang mecmeking nya ketemu nya tim ga bener trus padhal saya udh coba menangin game nya tim nya masih gada yg bnr,1,2026-07-26 04:59:05,gamee tidak seimbang mecmeking nya ketemu nya tim tidak bener trus padhal coba menangin game nya tim nya gada bnr,gamee tidak imbang mecmeking nya ketemu nya tim tidak bener trus padhal coba menangin game nya tim nya gada bnr,-16.0,Negatif,-16.0,Negatif,Negatif,train
"dapat tim nya ga pernah seimbang, tim musuh jago tim kita kaya apalah",1,2026-07-26 04:58:18,tim nya tidak pernah seimbang tim musuh jago tim kaya apalah,tim nya tidak pernah imbang tim musuh jago tim kaya apa,-20.0,Negatif,-20.0,Negatif,Negatif,test
game kontollllll ngasih tim gk jelas memekk,1,2026-07-26 04:57:28,game kontoll ngasih tim tidak jelas memekk,game kontoll ngasih tim tidak jelas memekk,-4.0,Negatif,-4.0,Negatif,Negatif,train
endk baguss pilih kasih muak,1,2026-07-26 04:56:31,endk baguss pilih kasih muak,endk baguss pilih kasih muak,-6.0,Negatif,-6.0,Negatif,Negatif,train
di kasih lawan tim yang tolol semu mua,1,2026-07-26 04:55:24,kasih lawan tim tolol semu mua,kasih lawan tim tolol semu mua,-8.0,Negatif,-8.0,Negatif,Negatif,train
"kredit skor saya turun ke 81 karena sistem montoon bermasalah, yaitu setelah draft pick saya otomatis kembali ke lobby dan mengakibatkan afk. Sampai sekarang GK ada tanggapan dari masalah tersebut. saya memberikan bintang 1 sudah termasuk baik.",1,2026-07-26 04:52:28,kredit skor turun sistem moonton bermasalah draft pick otomatis lobby mengakibatkan afk sekarang tidak tanggapan masalah tersebut memberikan bintang termasuk baik,kredit skor turun sistem moonton masalah draft pick otomatis lobby akibat afk sekarang tidak tanggap masalah sebut beri bintang masuk baik,-16.0,Negatif,-18.0,Negatif,Negatif,train
knp sih ya pengin uinstal gem ini banget,1,2026-07-26 04:51:54,sih pengin uinstal gem banget,sih pengin uinstal gem banget,1.0,Positif,1.0,Positif,Positif,train
"moonton benerin sistem matchmaking nya, tim yg gak seimbang atau berat sebelah ke pihak musuh",2,2026-07-26 04:50:55,moonton benerin sistem matchmaking nya tim tidak seimbang berat sebelah pihak musuh,moonton benerin sistem matchmaking nya tim tidak imbang berat belah pihak musuh,-24.0,Negatif,-24.0,Negatif,Negatif,train
jujur gw setiap maw main di rank gk pernah naik naik terus weh setak di legend ketemunya timnya kayak komputer pas gw lihat akun tim gw setelah pertandingan ternyata ranknya GM pantes gw kalah musuhnya ternyata legend 1 sedangkan gw timnya GM sama epik. plis lah monton cari tim yang adil buat maw rank🙏🙏,1,2026-07-26 04:48:31,jujur maw main rank tidak pernah naik naik terus weh setak legend ketemunya timnya kayak komputer pas lihat akun tim pertandingan ternyata ranknya gm pantes kalah musuhnya ternyata legend timnya gm sama epik plis lah moonton cari tim adil buat maw rank emoji_netral emoji_netral,jujur maw main rank tidak pernah naik naik terus weh tak legend ketemu tim kayak komputer pas lihat akun tim tanding nyata ranknya gm pantes kalah musuh nyata legend tim gm sama epik plis lah moonton cari tim adil buat maw rank emoji_netral emoji_netral,-9.0,Negatif,-9.0,Negatif,Negatif,train
gamenya bagus kok aku suka yang aku gak suka kenapa kalau main rank di epic susah banget naikin nya apa lagi yang mainin bocil,5,2026-07-26 04:48:10,gamenya bagus kok aku suka aku tidak suka kalau main rank epic susah banget naikin nya apa mainin bocil,gamenya bagus kok aku suka aku tidak suka kalau main rank epic susah banget naikin nya apa mainin bocil,-13.0,Negatif,-8.0,Negatif,Negatif,train
kalah mulu game sampah ngelag patah2,1,2026-07-26 04:46:47,kalah mulu game sampah ngelag patah,kalah mulu game sampah ngelag patah,-9.0,Negatif,-12.0,Negatif,Negatif,train
game aneh tim ga pernah seimbang,1,2026-07-26 04:46:44,game aneh tim tidak pernah seimbang,game aneh tim tidak pernah imbang,-7.0,Negatif,-7.0,Negatif,Negatif,train
jangan main game ini udah late game gak pake sepatu di lambatin sama mlbbnya gantian di awal dicepetin jalannnya pas lagi di awal error,1,2026-07-26 04:45:04,jangan main game udah late game tidak pake sepatu lambatin sama mlbbnya gantian awal dicepetin jalannya pas awal error,jangan main game udah late game tidak pake sepatu lambatin sama mlbbnya ganti awal dicepetin jalan pas awal error,0.0,Negatif,3.0,Positif,Positif,train
"matchmakingnya IMBANG BANGET, masa tim ex HONOR, musuh IMO. wah ADIL BANGET JIR",1,2026-07-26 04:43:25,matchmakingnya imbang banget masa tim ex honor musuh imo wah adil banget jir,matchmakingnya imbang banget masa tim ex honor musuh imo wah adil banget jir,-10.0,Negatif,-10.0,Negatif,Negatif,train
lag parah padahal ms kecil.merusak pengalaman main perbaiki itu jangan cuma ngeluarin skin doang servernya juga perbaiki,1,2026-07-26 04:42:14,lag parah padahal ms kecil merusak pengalaman main perbaiki jangan cuma ngeluarin skin doang servernya perbaiki,lag parah padahal ms kecil rusak alam main baik jangan cuma ngeluarin skin doang servernya baik,-6.0,Negatif,-9.0,Negatif,Negatif,train
ngasih team yg bner woy kntln,5,2026-07-26 04:42:00,ngasih team bner woy kntln,ngasih team bner woy kntln,2.0,Positif,2.0,Positif,Positif,train
seru banget woylah😹,5,2026-07-26 04:41:33,seru banget woylah emoji_netral,seru banget woylah emoji_netral,1.0,Positif,4.0,Positif,Positif,train
game tlol ajng setiap pertandingan ga ada yg bener ga adil sama sekali antara rank tim lawan dan tin sendiri,1,2026-07-26 04:41:14,game tlol ajng pertandingan tidak bener tidak adil sama sekali rank tim lawan tin sendiri,game tlol ajng tanding tidak bener tidak adil sama sekali rank tim lawan tin sendiri,-19.0,Negatif,-19.0,Negatif,Negatif,test
game ini sangat bagus dan bang dereame dan neerhays pun jago main ini saya juga suka,5,2026-07-26 04:41:03,game sangat bagus bang dereame neerhays jago main suka,game sangat bagus bang dereame neerhays jago main suka,3.0,Positif,8.0,Positif,Positif,test
hadeh game rusak masa dikasih tim bot sedangkan musuhnya jago ga masuk akal banget sampe lostrak 8x,1,2026-07-26 04:39:13,hadeh game rusak masa dikasih tim bot musuhnya jago tidak masuk akal banget sampe lostrak x,hadeh game rusak masa kasih tim bot musuh jago tidak masuk akal banget sampe lostrak x,-5.0,Negatif,-5.0,Negatif,Negatif,train
"game busuk banyak sekali bot, pantas mendapat bintang 1",1,2026-07-26 04:37:52,game busuk banyak sekali bot pantas mendapat bintang,game busuk banyak sekali bot pantas dapat bintang,-7.0,Negatif,-7.0,Negatif,Negatif,train
EMG parah,5,2026-07-26 04:37:14,emg parah,emg parah,-6.0,Negatif,-6.0,Negatif,Negatif,test
game gak seimbang,5,2026-07-26 04:37:13,game tidak seimbang,game tidak imbang,-3.0,Negatif,-3.0,Negatif,Negatif,train
Setiap di tengah pertandingan pasti ngeleg...,2,2026-07-26 04:36:39,tengah pertandingan ngeleg,tengah tanding ngeleg,2.0,Positif,2.0,Positif,Positif,train
sangat seruu apa lagii klo lagi mabar beh enak banget walaupun klo kalah stres sih😭🎀🍭,5,2026-07-26 04:36:18,sangat seruu apa lagii kalau mabar beh enak banget walaupun kalau kalah stres sih emoji_negatif emoji_lain emoji_lain,sangat seruu apa lagi kalau mabar beh enak banget walaupun kalau kalah stres sih emoji_negatif emoji_lain emoji_lain,-13.0,Negatif,-11.0,Negatif,Negatif,train
kasih tim yang bener kek gw glory tim gw mytic honor katanya seimbang mana dapet tim kek orang baru belajar maen mbud,1,2026-07-26 04:36:16,kasih tim bener kek glory tim mytic honor katanya seimbang mana dapet tim kek orang baru belajar maen mbud,kasih tim bener kek glory tim mytic honor kata imbang mana dapet tim kek orang baru ajar maen mbud,-2.0,Negatif,-2.0,Negatif,Negatif,test
"ini game seru kalau kalah wajar game kalaumenang alhamdulilah ,sory yang nonmuslim😁",5,2026-07-26 04:35:31,game seru kalau kalah wajar game kalaumenang alhamdulilah sory nonmuslim emoji_positif,game seru kalau kalah wajar game kalaumenang alhamdulilah sory nonmuslim emoji_positif,0.0,Positif,3.0,Positif,Positif,train
bagus game nya,5,2026-07-26 04:32:05,bagus game nya,bagus game nya,0.0,Positif,5.0,Positif,Positif,train
game gk jelas,1,2026-07-26 04:30:57,game tidak jelas,game tidak jelas,-1.0,Negatif,-1.0,Negatif,Negatif,train
"cukup seru, banyakin event free gt, mb nya jg kbanyakan ( makan memo)",4,2026-07-26 04:27:58,cukup seru banyakin event free gt mb nya jg kbanyakan makan memo,cukup seru banyakin event free gt mb nya jg kbanyakan makan memo,-2.0,Negatif,1.0,Positif,Positif,train
mantap matchmaking nya seimbang banget🤗😁,1,2026-07-26 04:27:42,mantap matchmaking nya seimbang banget emoji_positif emoji_lain,mantap matchmaking nya imbang banget emoji_positif emoji_lain,6.0,Positif,6.0,Positif,Positif,train
udah imo belum?,4,2026-07-26 04:25:48,udah imo belum,udah imo belum,0.0,Positif,0.0,Positif,Positif,test
sangat senang main mobile legends,5,2026-07-26 04:25:17,sangat senang main mobile legends,sangat senang main mobile legends,-1.0,Negatif,-1.0,Negatif,Negatif,train
saya memberi bintang 1 kerana tidak adil kerana Tim lawan pro Dann Tim saya tidak pro saya akan doakan game anda yang tidak baik kalo masih kayak gini.,1,2026-07-26 04:23:11,memberi bintang kerana tidak adil kerana tim lawan pro dann tim tidak pro doakan game tidak baik kalau kayak gini,beri bintang rana tidak adil rana tim lawan pro dann tim tidak pro doa game tidak baik kalau kayak gin,-31.0,Negatif,-31.0,Negatif,Negatif,train
"dear moonton We represent all Mobile Legend players and realize that the change in lore between Kagura and Hayabusa makes Kagura seem to have lost her identity. Kagura, who is an Omnyouji girl, does not feeling that she is a graceful omyouji girl and her close relationship with hayabusa due to the change in lore, therefore we hope that you can restore your identity Kagura and her loving relationship with Hayabusa, Hayabusa and Kagura's relationship as an original couple, deserves to be apprecia",1,2026-07-26 04:22:46,dear moonton we represent all mobile legend players and realize that the change in lore between kagura and hayabusa makes kagura seem to have lost her identity kagura who is an omnyouji girl does not feeling that she is a graceful omyouji girl and her close relationship with hayabusa due to the change in lore therefore we hope that you can restore your identity kagura and her loving relationship with hayabusa hayabusa and kagura s relationship as an original couple deserves to be apprecia,dear moonton we represent all mobile legend players and realize that the change in lore between kagura and hayabusa makes kagura seem to have lost her identity kagura who is an omnyouji girl does not feeling that she is a graceful omyouji girl and her close relationship with hayabusa due to the change in lore therefore we hope that you can restore your identity kagura and her loving relationship with hayabusa hayabusa and kagura s relationship as an original couple deserves to be apprecia,-1.0,Negatif,-1.0,Negatif,Negatif,train
game nya tolol bikin stress kalau ngasih tim tu yang benar lah ini ngasih tim yang dark sistem bikin game kaya orang tolol mending kata gua pindah game daripada Streess,1,2026-07-26 04:22:37,game nya tolol bikin stress kalau ngasih tim tu benar lah ngasih tim dark sistem bikin game kaya orang tolol mending kata pindah game streess,game nya tolol bikin stress kalau ngasih tim tu benar lah ngasih tim dark sistem bikin game kaya orang tolol mending kata pindah game streess,-26.0,Negatif,-26.0,Negatif,Negatif,train
semoga saya di kasih menang terus ya nonton udah saya kasih bintang 5,5,2026-07-26 04:20:18,semoga kasih menang terus nonton udah kasih bintang,moga kasih menang terus nonton udah kasih bintang,1.0,Positif,5.0,Positif,Positif,train
game nya bagus 😀,5,2026-07-26 04:19:59,game nya bagus emoji_lain,game nya bagus emoji_lain,0.0,Positif,5.0,Positif,Positif,train
"hilang sinyal kena sanksi, masuk lobby gak bisa bisa. akhirnya dibilang afk. kayaknys urang pas.",2,2026-07-26 04:18:50,hilang sinyal kena sanksi masuk lobby tidak akhirnya dibilang afk kayaknys urang pas,hilang sinyal kena sanksi masuk lobby tidak akhir bilang afk kayaknys urang pas,-9.0,Negatif,-11.0,Negatif,Negatif,test
bagus banget game nya thankyou moonton tapi mines nya jaringan di game nya sering lag aja sih padahal jaringan di hp ok ok aja selebih nya keren banget 🤩🤩🤩,4,2026-07-26 04:18:33,bagus banget game nya thankyou moonton mines nya jaringan game nya sering lag aja sih padahal jaringan handphone aja selebih nya keren banget emoji_positif emoji_positif emoji_positif,bagus banget game nya thankyou moonton mes nya jaring game nya sering lag aja sih padahal jaring handphone aja lebih nya keren banget emoji_positif emoji_positif emoji_positif,7.0,Positif,13.0,Positif,Positif,test
saran gw jangan download game ini bikin stress percaya ama gw,1,2026-07-26 04:17:49,saran jangan download game bikin stress percaya ama,saran jangan download game bikin stress percaya ama,-5.0,Negatif,-5.0,Negatif,Negatif,test
"gajelas ni game pantes banyak player yang pindah ke HOK,gw push rank jam 20.00 sampai jam 02.00 bintang stack di 51 ,di kasih tim yang dark sistem terus,pernah satu kali gw main solo malah ketemunya parti apakah itu adil moonton?",1,2026-07-26 04:16:22,gajelas ni game pantes banyak player pindah hok push rank jam jam bintang stack kasih tim dark sistem terus pernah satu kali main solo malah ketemunya parti adil moonton,gajelas ni game pantes banyak player pindah hok push rank jam jam bintang stack kasih tim dark sistem terus pernah satu kali main solo malah ketemu parti adil moonton,-4.0,Negatif,-4.0,Negatif,Negatif,train
woi leg banget jaringan bagus gua kalah karna leg ga bisa def tolong benahi plissss jangan nambah skin mulu,1,2026-07-26 04:16:12,woi leg banget jaringan bagus kalah leg tidak def benahi pliss jangan nambah skin mulu,woi leg banget jaring bagus kalah leg tidak def benah pliss jangan nambah skin mulu,-13.0,Negatif,-8.0,Negatif,Negatif,train
geme ini sangat sangat seru untuk dimainkan dengan teman dan keluarga dan mlbb ini banyak event nya yang sangat seru semogaa geme ini sukses di tahun 2026 ini aminnn,5,2026-07-26 04:16:03,geme sangat sangat seru dimainkan teman keluarga mlbb banyak event nya sangat seru semogaa geme sukses tahun aminn,geme sangat sangat seru main teman keluarga mlbb banyak event nya sangat seru semogaa geme sukses tahun aminn,-2.0,Negatif,4.0,Positif,Positif,train
jangan ada yang bucin,5,2026-07-26 04:16:02,jangan bucin,jangan bucin,-3.0,Negatif,-3.0,Negatif,Negatif,test
saya dapet tim draksistem selalu kalah jangan ada yg main ini lagi,1,2026-07-26 04:14:07,dapet tim draksistem selalu kalah jangan main,dapet tim draksistem selalu kalah jangan main,-9.0,Negatif,-9.0,Negatif,Negatif,train
game nya banyak dark sistem,1,2026-07-26 04:13:54,game nya banyak dark sistem,game nya banyak dark sistem,-2.0,Negatif,-2.0,Negatif,Negatif,train
ml ini bagus,5,2026-07-26 04:13:31,ml bagus,ml bagus,-2.0,Negatif,3.0,Positif,Positif,train
dibilang jangan mati lama dikasih tau malah gak nurut,1,2026-07-26 04:11:35,dibilang jangan mati lama dikasih tau malah tidak nurut,bilang jangan mati lama kasih tau malah tidak nurut,-13.0,Negatif,-13.0,Negatif,Negatif,train
"matchmaking parah gua main stuck d b32 ke b22 itu juga gw naik turun dulu lama banget sampe ls ke 20x nya, bukan cuma gw temen gw aja dari b16 ke b3. padahal posisi maen gak pernah troll tapi ada aja anomali di tim yang bikin kalah, selama ada event SF gw masi mainin tapi kalo dah beres skip dah banyak bot kayak game sebelah malah lebih parah kayaknya. pertahanin aja bot nya sampe game lo anjlok ton monton",1,2026-07-26 04:11:17,matchmaking parah main stuck d b b naik turun dulu lama banget sampe losestreak x nya bukan cuma temen aja b b padahal posisi maen tidak pernah troll aja anomali tim bikin kalah selama event sf masi mainin kalau beres skip banyak bot kayak game sebelah malah lebih parah kayaknya pertahanin aja bot nya sampe game kamu anjlok ton moonton,matchmaking parah main stuck d b b naik turun dulu lama banget sampe losestreak x nya bukan cuma temen aja b b padahal posisi maen tidak pernah troll aja anomali tim bikin kalah lama event sf mas mainin kalau beres skip banyak bot kayak game belah malah lebih parah kayak pertahanin aja bot nya sampe game kamu anjlok ton moonton,-36.0,Negatif,-39.0,Negatif,Negatif,train
menang sekali kalah lima kali memang mirip dengan yang buat 🐷 tidak disarankan untuk gampang emosi,1,2026-07-26 04:11:09,menang sekali kalah lima kali memang mirip buat tidak disarankan gampang emosi emoji_lain,menang sekali kalah lima kali memang mirip buat tidak saran gampang emosi emoji_lain,-10.0,Negatif,-6.0,Negatif,Negatif,train
game nya bagus,5,2026-07-26 04:10:52,game nya bagus,game nya bagus,0.0,Positif,5.0,Positif,Positif,train
moonton kenapa saat aku mendownload ML versi dulu kenapa disuruh update giliran orang lain tidak disuruh update aku padahal ingin mencoba ML yang dulu karena dulu aku telah meninggalkannya kenapa saat aku download disuruh update moonton padahal aku hanya ingin mencoba ML yang dulu,4,2026-07-26 04:10:02,moonton aku mendownload ml versi dulu disuruh update giliran orang tidak disuruh update aku padahal mencoba ml dulu dulu aku meninggalkannya aku download disuruh update moonton padahal aku mencoba ml dulu,moonton aku mendownload ml versi dulu suruh update gilir orang tidak suruh update aku padahal coba ml dulu dulu aku tinggal aku download suruh update moonton padahal aku coba ml dulu,1.0,Positif,1.0,Positif,Positif,train
seru banget MVP sknnya bagussssssss,5,2026-07-26 04:10:02,seru banget mvp sknnya baguss,seru banget mvp sknnya baguss,1.0,Positif,4.0,Positif,Positif,train
semoga game ini cepet bangkrut,1,2026-07-26 04:08:52,semoga game cepet bangkrut,moga game cepet bangkrut,-1.0,Negatif,-1.0,Negatif,Negatif,train
game nya bagus ada Hero heroan nya ada sistem rank tapi ada satu yang kurang yaitu komunitas game ini gak sehat kalo main jelek langsung di kata katain,5,2026-07-26 04:08:41,game nya bagus hero heroan nya sistem rank satu kurang komunitas game tidak sehat kalau main jelek langsung kata katain,game nya bagus hero hero nya sistem rank satu kurang komunitas game tidak sehat kalau main jelek langsung kata katain,-14.0,Negatif,-9.0,Negatif,Negatif,train
game nya seru tapi masih banyak drak sistem,5,2026-07-26 04:08:12,game nya seru banyak drak sistem,game nya seru banyak drak sistem,-2.0,Negatif,1.0,Positif,Positif,train
coba sebeluk update lu pastiin dulu anj jangan update tampilan aja anj dari sistem nya juga bahkan dari segi matcmaking aja gabecus,3,2026-07-26 04:08:01,coba sebeluk update kamu pastiin dulu anj jangan update tampilan aja anj sistem nya bahkan segi matcmaking aja gabecus,coba beluk update kamu pastiin dulu anj jangan update tampil aja anj sistem nya bahkan segi matcmaking aja gabecus,-7.0,Negatif,-7.0,Negatif,Negatif,train
monton gatel,2,2026-07-26 04:07:15,moonton gatel,moonton gatel,-3.0,Negatif,-3.0,Negatif,Negatif,train
game nya bikin emosi teruss,2,2026-07-26 04:06:49,game nya bikin emosi teruss,game nya bikin emosi teruss,1.0,Positif,1.0,Positif,Positif,train
"kasih tim gajelas, kasih ls, mahal skin nya gatau diri🙄",1,2026-07-26 04:06:14,kasih tim gajelas kasih losestreak mahal skin nya gatau diri emoji_negatif,kasih tim gajelas kasih losestreak mahal skin nya gatau diri emoji_negatif,-3.0,Negatif,-3.0,Negatif,Negatif,train
